id,video,answer,choice1,choice2,choice3,choice4,category
53,https://d2drp7fo8uq4gv.cloudfront.net/4b7b7e12-20c8-48e6-a5f8-95be2df10c12.mp4,leave,read,leave,close,use,activity
54,https://d2drp7fo8uq4gv.cloudfront.net/0ffb7a42-0088-4f53-82a7-308faa51c5e5.mp4,arrive,sit,remember,arrive,tell,activity
55,https://d2drp7fo8uq4gv.cloudfront.net/4e655027-4b20-4b0f-b296-cfccf0011314.mp4,walk,walk,hear,think,make,activity
56,https://d2drp7fo8uq4gv.cloudfront.net/da13014c-ce8a-4ace-ae2d-844f355c97be.mp4,run,run,come,think,open,activity
57,https://d2drp7fo8uq4gv.cloudfront.net/115992dd-2003-42f2-a4fa-75c24082df2a.mp4,drive,buy,visit,learn,drive,activity
58,https://d2drp7fo8uq4gv.cloudfront.net/ad1dd297-59d6-445f-b896-768d7e1b7021.mp4,sit,bring,tell,take,sit,activity
59,https://d2drp7fo8uq4gv.cloudfront.net/bf12a1f2-6677-417f-830e-8ab72cdbdded.mp4,stay,come,stay,tell,support,activity
60,https://d2drp7fo8uq4gv.cloudfront.net/d72fd816-2d45-446d-9ed3-c7a32110de78.mp4,stop,write,teach,stop,know,activity
61,https://d2drp7fo8uq4gv.cloudfront.net/a1f2ceb1-1112-49c3-92e7-591fa56f2094.mp4,visit,visit,forget,come,have,activity
62,https://d2drp7fo8uq4gv.cloudfront.net/c4ffb869-70c5-4187-9aa1-a2c8b8ccfda7.mp4,eat,watch,bring,eat,drive,activity
63,https://d2drp7fo8uq4gv.cloudfront.net/acd9107b-3a38-4349-a3e7-72c9ad9939c0.mp4,drink,plan,tell,make,drink,activity
64,https://d2drp7fo8uq4gv.cloudfront.net/872f7c57-f784-455e-9ec2-ffe44b83826f.mp4,sleep,sleep,have,clean,remember,activity
65,https://d2drp7fo8uq4gv.cloudfront.net/575d70d4-6234-48d3-acb2-e082e31cd7d7.mp4,work,watch,make,work,arrive,activity
66,https://d2drp7fo8uq4gv.cloudfront.net/a88946bd-9a1d-43eb-9afa-af1a38232b49.mp4,play,make,play,see,drive,activity
67,https://d2drp7fo8uq4gv.cloudfront.net/d7861550-ced7-4737-ac90-68a44c387008.mp4,buy,write,know,bring,buy,activity
68,https://d2drp7fo8uq4gv.cloudfront.net/58f0f7f1-e67c-4cd6-8ccb-88fe0bc2afc3.mp4,use,see,take,try,use,activity
69,https://d2drp7fo8uq4gv.cloudfront.net/2fad266f-3a69-4112-bdbd-ed1af4cfd81a.mp4,know,know,look,keep,eat,activity
70,https://d2drp7fo8uq4gv.cloudfront.net/3153b05b-1329-4dda-a4f3-8d0a9d7771ba.mp4,think,support,think,help,sleep,activity
71,https://d2drp7fo8uq4gv.cloudfront.net/d223325d-03a3-4272-9d71-fb3dc43a2790.mp4,remember,drink,give,go,remember,activity
72,https://d2drp7fo8uq4gv.cloudfront.net/a6ed2c3d-706e-413b-b8bb-86866fb5123a.mp4,forget,watch,play,forget,make,activity
73,https://d2drp7fo8uq4gv.cloudfront.net/a0dd2239-efd1-473a-ae1d-74a458b6afba.mp4,learn,hear,learn,leave,sit,activity
74,https://d2drp7fo8uq4gv.cloudfront.net/92dcca86-0142-473f-941c-64104e136dac.mp4,teach,forget,look,teach,go,activity
75,https://d2drp7fo8uq4gv.cloudfront.net/a0496dd9-f931-4288-a386-fdc64eddfad2.mp4,practice,eat,write,practice,support,activity
76,https://d2drp7fo8uq4gv.cloudfront.net/13a58d2e-a0a9-4418-86b0-0e93b860ce0f.mp4,plan,sleep,close,leave,plan,activity
77,https://d2drp7fo8uq4gv.cloudfront.net/25655b80-e6fc-402a-956d-ef5942aa14bc.mp4,make,support,ask,make,teach,activity
78,https://d2drp7fo8uq4gv.cloudfront.net/aec8b1f8-bf3a-416d-8e51-df9a187f6213.mp4,get,run,go,get,sleep,activity
79,https://d2drp7fo8uq4gv.cloudfront.net/ace9837c-8b32-45b8-be9b-b4041d64d79b.mp4,take,stay,take,get,stop,activity
80,https://d2drp7fo8uq4gv.cloudfront.net/5aa85d20-8ca3-4635-ba74-6e74d98e6482.mp4,bring,take,bring,say,write,activity
81,https://d2drp7fo8uq4gv.cloudfront.net/63c7467f-3668-47a4-87d4-70f53d68f275.mp4,clean,work,clean,plan,buy,activity
82,https://d2drp7fo8uq4gv.cloudfront.net/e6bc052f-7bc5-4a71-aaa7-a094954c0896.mp4,help,work,help,come,keep,activity
83,https://d2drp7fo8uq4gv.cloudfront.net/4611cd76-297f-4e98-80f3-731e11c033c5.mp4,support,support,stop,visit,use,activity
84,https://d2drp7fo8uq4gv.cloudfront.net/ac317406-225a-4139-adeb-2ca9600d5f70.mp4,write,try,write,talk,see,activity
85,https://d2drp7fo8uq4gv.cloudfront.net/79307323-4baa-427a-9c21-2890664b3ba7.mp4,read,try,teach,know,read,activity
86,https://d2drp7fo8uq4gv.cloudfront.net/89f8e37a-5aad-4416-8c89-c445294b9878.mp4,say,watch,support,forget,say,activity
87,https://d2drp7fo8uq4gv.cloudfront.net/5549d067-67b8-44d9-9080-be2ddd06c708.mp4,tell,give,keep,clean,tell,activity
88,https://d2drp7fo8uq4gv.cloudfront.net/0f7acdb9-8ef7-4a94-afb9-0ff2f570b1bf.mp4,talk,visit,know,arrive,talk,activity
89,https://d2drp7fo8uq4gv.cloudfront.net/5590f7aa-80c4-4092-bb7b-39ca8a1c1d2b.mp4,ask,take,plan,ask,support,activity
90,https://d2drp7fo8uq4gv.cloudfront.net/88e4b23a-0e39-475f-b06e-b8a94cf638c3.mp4,answer,buy,look,answer,visit,activity
91,https://d2drp7fo8uq4gv.cloudfront.net/51430c23-3dc5-4ca1-ad70-642201d9b87d.mp4,watch,run,practice,watch,teach,activity
92,https://d2drp7fo8uq4gv.cloudfront.net/6b4c5c62-0ff3-4403-b587-e5c1d114b1f2.mp4,see,drink,open,get,see,activity
93,https://d2drp7fo8uq4gv.cloudfront.net/8166911d-2b5f-4355-919e-c2def695af4d.mp4,look,drive,teach,look,write,activity
94,https://d2drp7fo8uq4gv.cloudfront.net/51430c23-3dc5-4ca1-ad70-642201d9b87d.mp4,watch,work,forget,know,watch,activity
95,https://d2drp7fo8uq4gv.cloudfront.net/e3342604-850b-4b3c-94d4-25bfb4d7843a.mp4,hear,hear,give,work,know,activity
96,https://d2drp7fo8uq4gv.cloudfront.net/2d55d247-6561-4225-8ec5-492b907469ad.mp4,try,practice,buy,teach,try,activity
97,https://d2drp7fo8uq4gv.cloudfront.net/190d749b-7820-4693-88cb-9394dd62868c.mp4,have,watch,teach,have,learn,activity
98,https://d2drp7fo8uq4gv.cloudfront.net/9e8fc657-47cc-47c1-b20c-0ebec53efa1e.mp4,give,support,know,have,give,activity
99,https://d2drp7fo8uq4gv.cloudfront.net/0a33a90b-ba69-4ca4-91ca-8df3eecadb32.mp4,keep,try,sleep,leave,keep,activity
100,https://d2drp7fo8uq4gv.cloudfront.net/0415d43b-bb5b-4066-9eed-c367255ad3ee.mp4,open,sit,work,open,get,activity
101,https://d2drp7fo8uq4gv.cloudfront.net/51e1361e-e833-4ff5-9da1-c659cbde596d.mp4,close,ask,help,take,close,activity
102,https://d2drp7fo8uq4gv.cloudfront.net/635d6537-9bd8-42f2-86b0-5ab1fc1c9b79.mp4,happy,sad,fine,happy,good,feeling
103,https://d2drp7fo8uq4gv.cloudfront.net/e0b5522f-7d5e-40f2-9418-cf7103ab6dbf.mp4,sad,sad,good,happy,fine,feeling
104,https://d2drp7fo8uq4gv.cloudfront.net/976d60f9-67ff-48a9-b02d-32febad23a8e.mp4,fine,bad,fine,good,happy,feeling
105,https://d2drp7fo8uq4gv.cloudfront.net/1cdf8108-9aa8-4f8f-86b2-928f25144857.mp4,good,fine,good,bad,happy,feeling
106,https://d2drp7fo8uq4gv.cloudfront.net/c6eefba4-285d-435d-a067-65c87158e2af.mp4,bad,happy,good,bad,fine,feeling
107,https://d2drp7fo8uq4gv.cloudfront.net/6f645b0a-c7af-4c24-bd55-12d22dc5c325.mp4,big,hot,warm,cold,big,attribute
108,https://d2drp7fo8uq4gv.cloudfront.net/3dc993c1-f75c-4952-914b-102bc871ce18.mp4,small,small,slow,fast,cold,attribute
109,https://d2drp7fo8uq4gv.cloudfront.net/5b108331-9c84-4f71-b6ea-e1e7110c60c1.mp4,hot,easy,warm,slow,hot,attribute
110,https://d2drp7fo8uq4gv.cloudfront.net/de0ee298-6c92-4ac9-b001-21fa5ee8a7e4.mp4,cold,cold,fast,hard,small,attribute
111,https://d2drp7fo8uq4gv.cloudfront.net/5f4ccf49-f148-419e-9dfe-e8fffd4a3958.mp4,warm,hard,warm,old,fast,attribute
112,https://d2drp7fo8uq4gv.cloudfront.net/aacb8b44-dc22-4e7d-8e6d-5e904356e946.mp4,fast,warm,fast,hot,small,attribute
113,https://d2drp7fo8uq4gv.cloudfront.net/881b80b6-c82e-49c4-87b2-f9a69316f0e3.mp4,slow,old,slow,fast,hard,attribute
114,https://d2drp7fo8uq4gv.cloudfront.net/53cc9b90-521a-4a39-84cf-b3f7881a868b.mp4,hard,warm,slow,small,hard,attribute
115,https://d2drp7fo8uq4gv.cloudfront.net/556ade6e-5081-4332-8284-ae0e4c4cd3f9.mp4,easy,easy,old,hot,hard,attribute
116,https://d2drp7fo8uq4gv.cloudfront.net/2d6e93f8-ef50-414a-b68c-f8470f5ce8d5.mp4,old,small,cold,big,old,attribute
117,https://d2drp7fo8uq4gv.cloudfront.net/7691f52c-d373-4e5b-8c47-034bf01e8bb1.mp4,red,red,green,purple,black,color
118,https://d2drp7fo8uq4gv.cloudfront.net/fc1fa908-a04c-49a6-91d6-42b8acf2323a.mp4,blue,black,blue,red,color,color
119,https://d2drp7fo8uq4gv.cloudfront.net/2f667587-b200-41b0-af74-e6336179f6cf.mp4,green,black,color,red,green,color
120,https://d2drp7fo8uq4gv.cloudfront.net/af54dc17-9b42-4d02-bf85-7269d2f6a33f.mp4,yellow,yellow,green,red,black,color
121,https://d2drp7fo8uq4gv.cloudfront.net/70b12ec1-2f25-4187-9362-223cac41b0e6.mp4,white,yellow,color,white,black,color
122,https://d2drp7fo8uq4gv.cloudfront.net/30b4da51-468b-4ddf-b229-485f5b0dc40b.mp4,black,yellow,color,black,green,color
123,https://d2drp7fo8uq4gv.cloudfront.net/68d8fce8-c19f-44dd-8718-f0cf25c585fb.mp4,purple,color,black,red,purple,color
124,https://d2drp7fo8uq4gv.cloudfront.net/92d5d951-ef75-46a0-aa62-1ceb0b59cc6e.mp4,color,color,green,red,blue,color
125,https://d2drp7fo8uq4gv.cloudfront.net/96c6ebae-c524-47ab-b6a7-efffa4429ce9.mp4,in,from,here,in,near,preposition
126,https://d2drp7fo8uq4gv.cloudfront.net/fb326f29-2d4e-4c01-8584-245db8f7647f.mp4,out,near,about,out,with,preposition
127,https://d2drp7fo8uq4gv.cloudfront.net/1a8a05d6-9dca-4046-a41a-93b65b253d9f.mp4,from,with,about,far,from,preposition
128,https://d2drp7fo8uq4gv.cloudfront.net/9e11355a-667e-4f75-b883-23ea103748ad.mp4,with,far,about,from,with,preposition
129,https://d2drp7fo8uq4gv.cloudfront.net/eceb2118-69bf-4e94-b622-3684e4207fc1.mp4,about,here,about,in,far,preposition
130,https://d2drp7fo8uq4gv.cloudfront.net/fdf02463-e0eb-49ce-b35a-c608c1baaf20.mp4,near,there,in,with,near,preposition
131,https://d2drp7fo8uq4gv.cloudfront.net/1027934a-72ad-45b7-9e7a-900774c70bf4.mp4,far,out,about,there,far,preposition
132,https://d2drp7fo8uq4gv.cloudfront.net/2d849f5a-7db1-48d3-bb38-1ba28639fe32.mp4,here,from,there,here,far,preposition
133,https://d2drp7fo8uq4gv.cloudfront.net/22b7dd15-ee89-445e-9116-2896a9428bfb.mp4,there,there,here,from,out,preposition
134,https://d2drp7fo8uq4gv.cloudfront.net/358ccf5d-a8d4-4fad-b676-4c42ddb1602d.mp4,home,store,school,home,hospital,place
135,https://d2drp7fo8uq4gv.cloudfront.net/ed708cdb-9edf-492c-940f-0f835aa5103d.mp4,school,store,home,hospital,school,place
136,https://d2drp7fo8uq4gv.cloudfront.net/414db165-862f-4cb8-a832-3f22902e83c5.mp4,store,home,school,store,hospital,place
137,https://d2drp7fo8uq4gv.cloudfront.net/c861eb6f-9365-44dc-9f0d-d9f8afe20e22.mp4,hospital,school,home,store,hospital,place
138,https://d2drp7fo8uq4gv.cloudfront.net/166f52be-233e-46fe-923f-05c48204ac70.mp4,library,hotel,office,museum,library,
139,https://d2drp7fo8uq4gv.cloudfront.net/938ae0c9-daed-4b56-b6fc-f3dbe8a67267.mp4,post office,hotel,library,museum,post office,
140,https://d2drp7fo8uq4gv.cloudfront.net/3a8bcf6f-8d76-4a35-969c-62d510f08802.mp4,office,office,restaurant,museum,hotel,
141,https://d2drp7fo8uq4gv.cloudfront.net/6bf32d00-3eeb-4de0-9ba5-96a25905d40f.mp4,hotel,restaurant,hotel,museum,library,
142,https://d2drp7fo8uq4gv.cloudfront.net/2f76bfe6-eef1-47e4-b149-09a66a151d28.mp4,beach,post office,beach,library,museum,
143,https://d2drp7fo8uq4gv.cloudfront.net/a7b2aa43-0000-4849-80e0-e88b5b25538c.mp4,museum,restaurant,library,office,museum,
144,https://d2drp7fo8uq4gv.cloudfront.net/7a862879-7b4b-4f57-ba40-57fc332f229a.mp4,restaurant,office,restaurant,post office,museum,
145,https://d2drp7fo8uq4gv.cloudfront.net/4d6afec7-3d77-42dd-88f4-d7f748af1988.mp4,chair,window,chair,phone,bed,thing
146,https://d2drp7fo8uq4gv.cloudfront.net/b8cbffc1-e8ca-409a-bbfc-b1f88564a982.mp4,desk,door,chair,desk,bed,thing
147,https://d2drp7fo8uq4gv.cloudfront.net/0dbee0ff-cf2c-4002-b8d5-73ef9d0a1afe.mp4,bed,pen,phone,bed,key,thing
148,https://d2drp7fo8uq4gv.cloudfront.net/8cfc80b6-a0dc-4ffc-aa44-13a46d4de97e.mp4,pen,bed,window,pen,door,thing
149,https://d2drp7fo8uq4gv.cloudfront.net/513e6681-4562-4781-8a7e-8befd799cd2c.mp4,book,glasses,book,bed,phone,thing
150,https://d2drp7fo8uq4gv.cloudfront.net/9f7ccde5-00a1-4559-afb3-89f9e07a6453.mp4,computer,computer,umbrella,car,key,thing
151,https://d2drp7fo8uq4gv.cloudfront.net/90ba8822-3ca1-4fe2-ac11-99b825548732.mp4,phone,phone,glasses,chair,car,thing
152,https://d2drp7fo8uq4gv.cloudfront.net/3ad5ccac-359e-4c12-9696-5d9f477e74ec.mp4,wallet,computer,wallet,phone,chair,thing
153,https://d2drp7fo8uq4gv.cloudfront.net/5c1b2a67-179f-4269-802d-288f67cda404.mp4,key,wallet,key,car,umbrella,thing
154,https://d2drp7fo8uq4gv.cloudfront.net/8bc4bac0-9a1b-4bf4-bdd6-0d05159c205f.mp4,glasses,window,glasses,computer,phone,thing
155,https://d2drp7fo8uq4gv.cloudfront.net/365cb49a-85d7-4ad0-9d22-1aa9f456634e.mp4,umbrella,window,phone,chair,umbrella,thing
156,https://d2drp7fo8uq4gv.cloudfront.net/86618205-a04c-4438-a860-938e7dd1054b.mp4,door,computer,key,chair,door,thing
157,https://d2drp7fo8uq4gv.cloudfront.net/16ac4c63-43eb-42b8-b069-07c5a92f4a3d.mp4,window,book,key,window,desk,thing
158,https://d2drp7fo8uq4gv.cloudfront.net/bcd86940-144b-445e-9ea2-e53e647cb4ae.mp4,car,key,wallet,door,car,thing
159,https://d2drp7fo8uq4gv.cloudfront.net/1c6ab3e1-0c5c-43bf-994c-31a8c8f60c32.mp4,doctor,manager,lawyer,engineer,doctor,job
160,https://d2drp7fo8uq4gv.cloudfront.net/8bd15dcb-4124-4f4b-a235-dd557226bec7.mp4,nurse,accountant,police,driver,nurse,job
161,https://d2drp7fo8uq4gv.cloudfront.net/880c3544-6119-4e40-a443-74ab60562d71.mp4,dentist,artist,lawyer,manager,dentist,job
162,https://d2drp7fo8uq4gv.cloudfront.net/f5bc824f-9e6a-4574-b26a-77cbaa123d2b.mp4,teacher,artist,dentist,teacher,accountant,job
163,https://d2drp7fo8uq4gv.cloudfront.net/d8bf7e8e-49b8-4f0a-982f-cfa22f4b4130.mp4,engineer,accountant,engineer,driver,nurse,job
164,https://d2drp7fo8uq4gv.cloudfront.net/53fa3032-2081-4067-a5bb-b261a83ff5e1.mp4,accountant,accountant,teacher,lawyer,nurse,job
165,https://d2drp7fo8uq4gv.cloudfront.net/384bd3ff-0306-4959-8fa7-4371b462b217.mp4,manager,manager,doctor,nurse,accountant,job
166,https://d2drp7fo8uq4gv.cloudfront.net/830bdf86-9c61-44c8-b738-de7d4b56b9f8.mp4,lawyer,lawyer,nurse,accountant,police,job
167,https://d2drp7fo8uq4gv.cloudfront.net/228b5ffb-aaa8-401f-92aa-0b80e8565d77.mp4,police,driver,engineer,police,nurse,job
168,https://d2drp7fo8uq4gv.cloudfront.net/3c6fbcc5-be7a-47e0-85be-8ee46ee89f15.mp4,driver,driver,artist,engineer,teacher,job
169,https://d2drp7fo8uq4gv.cloudfront.net/09ce7d23-08ee-4015-bce8-27ded2a6e160.mp4,artist,teacher,driver,artist,manager,job
170,https://d2drp7fo8uq4gv.cloudfront.net/d6c00a7a-4ef2-4d07-bcef-c378338a22df.mp4,bread,cake,eggs,bread,fish,food & drink
171,https://d2drp7fo8uq4gv.cloudfront.net/81483040-dc8a-4f70-876c-68d311ba691c.mp4,rice,cake,eggs,fish,rice,food & drink
172,https://d2drp7fo8uq4gv.cloudfront.net/66ee2bf4-a3d4-4f7a-8b1a-5d89b78786a9.mp4,meat,meat,tea,vegetable,cake,food & drink
173,https://d2drp7fo8uq4gv.cloudfront.net/215e548b-a4c1-4630-812f-f8c7a4b1dedc.mp4,fish,juice,fish,cake,milk,food & drink
174,https://d2drp7fo8uq4gv.cloudfront.net/5a9dfc9d-06d8-48ad-b328-68ef5d712636.mp4,eggs,soup,fish,eggs,cake,food & drink
175,https://d2drp7fo8uq4gv.cloudfront.net/2a4affc8-25d9-4699-b3fd-bfb4bf18ee91.mp4,vegetable,vegetable,meat,coffee,water,food & drink
176,https://d2drp7fo8uq4gv.cloudfront.net/d5192f89-db66-4542-9bb2-3c92ec91793f.mp4,fruit,eggs,fish,bread,fruit,food & drink
177,https://d2drp7fo8uq4gv.cloudfront.net/5a1873d9-80f1-487e-99a6-58d10719b9e6.mp4,soup,coffee,tea,fruit,soup,food & drink
178,https://d2drp7fo8uq4gv.cloudfront.net/c4d16c0a-cd2e-45ac-87e0-7debdf7c7f8b.mp4,cake,vegetable,cake,eggs,fruit,food & drink
179,https://d2drp7fo8uq4gv.cloudfront.net/07728636-f8b6-404c-8fd1-89d70581c050.mp4,water,soup,water,milk,meat,food & drink
180,https://d2drp7fo8uq4gv.cloudfront.net/6e3d10ab-9861-46e5-acd8-1f6e0dc372cd.mp4,coffee,coffee,meat,bread,fruit,food & drink
181,https://d2drp7fo8uq4gv.cloudfront.net/d52af680-003c-4c5a-bed7-86c41dfec956.mp4,tea,tea,juice,fruit,soup,food & drink
182,https://d2drp7fo8uq4gv.cloudfront.net/2d862357-f984-4743-a622-ca2f5bcae06f.mp4,milk,milk,tea,fruit,vegetable,food & drink
183,https://d2drp7fo8uq4gv.cloudfront.net/117b188e-2a77-4a8b-a955-3c615558c879.mp4,juice,juice,meat,cake,coffee,food & drink
184,https://d2drp7fo8uq4gv.cloudfront.net/c335e71e-a69d-4dd1-888a-ef85ec2b0b19.mp4,dog,cow,bird,monkey,dog,animal
185,https://d2drp7fo8uq4gv.cloudfront.net/d7e46092-0370-42dc-99fc-626f50568b2b.mp4,animal,animal,bird,tiger,lion,animal
186,https://d2drp7fo8uq4gv.cloudfront.net/a5125f80-c185-48b1-8199-c15670c39000.mp4,cat,cat,elephant,animal,cow,animal
187,https://d2drp7fo8uq4gv.cloudfront.net/7939162e-3f04-408f-abc3-d44a92ed4203.mp4,bird,tiger,monkey,dog,bird,animal
